lokalbahn, lokalban
lechzt, lextst
illinois, ilinois
federstriche, fedeəstrixə
überdies, ybeədis
statuen, statuən
vorzuführen, foətsufyrən
verweigr, feəvaiɡr
zweie, tsvaiə
harten, haətən
stymphaliden, stymfalidən
winkels, viŋkels
sud, tsut
schwächer, ʃvexə
angehängt, aŋeheŋt
rettungsmittel, retuŋsmitel
beschriebe, beʃribə
leichtfertiger, laixtfeətiɡə
allow, alov
gegensatzes, ɡeɡənsatses
abwäge, apveɡə
thatsächlichkeiten, tatsexlixkaietən
iebtest, iptest
vormittags, foəmitaɡs
rechtsanspruch, rextsansprux
gutartiger, ɡutaətiɡə
aufforderten, aufoədeətən
übereilten, yberailtən
traumanalogie, trauhmanaloɡiə
vertretenen, feətretənən
singspieltheater, tsiŋspilteatə
engländerinnen, ənklenderinən
beschuldigen, beʃuldiɡən
eingeschränkte, aiŋeʃreŋktə
studirend, studirənt
mißversteht, misfeəstet
unbestimmter, unbestimtə
genies, ɡenis
dekomposition, dekompositsion
verborgne, feəboəknə
beet, bet
ungetragen, uŋetraɡən
naturgebrauch, natuəɡepraux
mißverständnisses, misfeəstentnises
kategorische, kateɡoriʃə
erzkämmerer, eətskemərə
offenbart, ofənbaət
folgendem, folɡəndem
prinzen, printsən
blitzartigen, plitsaətieɡən
gelüste, ɡelystə
langbebänderte, laŋkbebendeətə
gescheidtes, ɡeʃaites
jähen, jeən
vermutest, feəmutest
deckel, dekel
gnug, knuk
rassen, rasən
trefflichen, treflixən
rinn, rin
übersachlichem, ybeəsaxlixem
unterscheidet, unteəʃaiedet
rückkehren, rykkerən
wagnis, vaknis
wirte, viətə
durchdringen, duəxtriŋən
reben, rebən
dialektischer, dialektiʃə
manard, manaət
baulichkeit, bauhlixkait
verlängert, feəleŋeət
zigeunerin, tsiɡoyhnerin
verbannen, feəbanən
sclavenstand, sklafənstant
revolutionen, refolutsionən
namens, naməns
akroamatische, akroamatiʃə
abstrahiert, abstrahiət
haft, haft
stufenartigen, stufenaətieɡən
begrub, bekrup
entweder, əntvedə
hinausgehenden, hinausɡehəndən
zutraulichkeit, tsutrauhlixkait
weichling, vaixliŋk
ehe, eə
ansteckung, anstekuŋk
bereich, beraix
abschnitte, abʃnitə
durchlebt, duəxlebt
schulrat, ʃulrat
vermuthung, feəmutuŋk
engres, ənkres
vorzuschreiben, foətsuʃraiebən
nihil, niil
minister, ministə
beschlagner, beʃlaknə
magnet, maknet
eingeladen, aiŋeladən
verlaufene, feəlauhfənə
verworrnen, feəvoərnən
erschütterungen, eəʃyteruŋən
kaskadensturz, kaskadənstuəts
abfahrt, apfaət
diebsgeschmeiß, dibsɡeʃmais
unverweslicher, unfeəveslixə
sittelosem, tsitelosem
kratzfuß, kratsfus
träfe, trefə
stelle, stelə
gartenauen, ɡaətenauən
allerältesten, alereltestən
einrichtung, ainrixtuŋk
dienernden, dineəndən
heimgesucht, haimɡesuxt
umsummen, umsumən
hauptvoranschlag, hauptforanʃlak
recoaro, rekoaro
kreuzen, kroyhtsən
intuitiven, intuitifən
brennenden, prənnəndən
doppelherrschaft, dopelheərʃaft
schimpften, ʃimpftən
gänsefuß, ɡensefus
silberrand, tsilbeərant
scharenweis, ʃarənvais
zahlenmäßiger, tsalənmesiçə
pulver, pulfə
gewandtheit, ɡevanthait
repraesentatio, repraesəntatio
where, vhərə
ebne, epnə
spöttisches, spøtiʃes
schaut, ʃaut
ausflugs, ausfluɡs
gewahr, ɡevaə
neides, naiedes
hineinsah, hinainsa
sonsten, tsonstən
dunkelblauen, duŋkelplauən
pfuhle, pfulə
leidenschaftliches, laiedənʃaftlixes
keins, kains
gebäruntüchtigen, ɡeberuntyxtieɡən
gedankenwesen, ɡedaŋkənvesən
gewundner, ɡevuntnə
aufsuchung, aufsuxuŋk
trotzte, trotstə
schmählich, ʃmelix
gelehrsamkeit, ɡeleəsamkait
ungut, uŋut
forth, foət
maskierte, maskiətə
speisen, spaiesən
anhören, anhørən
verdächtig, feədextik
lebenerhaltend, lebəneəhaltənt
ninos, ninos
classischer, klasiʃə
trank, traŋk
angesammelt, aŋesamelt
brüten, prytən
welcherlei, velxeəlaie
benötigt, benøtiɡt
teegespräch, teɡesprex
ephialtes, efialtes
ungehörigkeiten, uŋehørikkaietən
großmütigen, krosmytieɡən
starkem, staəkem
unbequemlichkeit, unbekvemlixkait
unangemessen, unaŋemesən
lebenserinnerungen, lebənserineruŋən
gaffen, ɡafən
angeführten, aŋefyətən
unerträglichen, uneətreklixən
liedern, lideən
betörte, betøətə
narkotischen, naəkotieʃən
zarathustras, tsaratustras
umgeheuren, umɡehoyhrən
entzaubern, əntsauhbeən
sommerurlaub, tsomeruəlaup
zeitvorstellung, tsaitfoəsteluŋk
morgenwölkchen, moəɡənvølkxən
aufgetürmt, aufɡetyəmt
summendem, tsuməndem
projekts, projekts
alterthum, alteətum
lehnstuhl, lenstul
rückzukehren, ryktsukerən
johanniswürmchen, johanisvyəmxən
aufgeregtem, aufɡerektem
anlegte, anlektə
meins, mains
hinabgesenkt, hinapɡesənkt
lebenswerthere, lebənsveətərə
übermäßiger, ybeəmesiçə
niederen, niderən
consequenz, konsekvənts
wickeltisch, vikeltiʃ
statisten, statistən
tilgen, tilɡən
innocenzens, inokəntsəns
befestigten, befestiktən
untergeordneten, unteəɡeoətnetən
segel, tseɡel
ehrerbietiger, ereəbitiɡə
vergingen, feəɡiŋən
scharfsinnige, ʃaəfsiniçə
antisemit, antiesemit
sprachcharakter, spraxxaraktə
erblicken, eəplikən
ausgesetzt, ausɡesetst
salomé, tsalomé
abdikation, apdikatsion
hochschätzung, hoksxetsuŋk
ziege, tsiɡə
mühsal, mysal
schattirungen, ʃatiruŋən
vertrauen, feətrauən
festmahl, festmal
trugschlüsse, truɡʃlysə
epidemisch, epidemiʃ
wirkte, viəktə
münzt, myntst
fleischestriebe, flaieʃestribə
gaum, ɡaum
grube, krubə
versammlung, feəsamluŋk
längeren, leŋerən
dunkelroter, duŋkelrotə
bequemlichstens, bekvemlikstəns
hoffmannstropfen, hofmanstropfən
erzbischof, eətsbiʃof
seltsameres, tseltsameres
streichhölzer, straixhøltsə
damals, damals
ironisch, ironiʃ
überschlug, ybeəʃluk
untergelegt, unteəɡeleɡt
sicilien, tsikilin
verständigen, feəstendiɡən
besiegten, besiktən
anrichten, anrixtən
felshöh, felshø
vollkommenes, folkomenes
zusammenleben, tsusamənlebən
grüngesenkten, kryŋesənktən
monarchistischen, monaəxistieʃən
siebzehnter, tsiptsentə
schrumpfte, ʃrumpftə
geduckten, ɡeduktən
versammlungsort, feəsamluŋksoət
betonen, betonən
wahrhaftig, vaəhaftik
ungeschlacht, uŋeʃlaxt
vorraum, foəraum
einsprangen, ainspraŋən
unfehlbarer, unfelbarə
gilt, ɡilt
herniedertroff, heənideətrof
begriffen, bekrifən
bißchen, bisxən
numero, numero
subskription, tsubskriptsion
zuerkannte, tsueəkantə
hieneben, hinebən
dieselbige, diselbiçə
ausflüglern, ausflykleən
überquer, ybərkvə
bisses, bises
gedoppelt, ɡedopelt
gehemmten, ɡehemtən
durchgesprochen, duəxɡesproxən
befrein, befrain
ostwärts, ostveəts
stiege, stieɡə
funkelten, fuŋkeltən
anmaßlicher, anmaslixə
behalt, behalt
product, produkt
traumanschauens, trauhmanʃauəns
enttäuschte, əntoyʃtə
scheibe, ʃaibə
bepflanzte, bepflantstə
gemächern, ɡemexeən
entfremdet, əntfremdet
vernunftansprüche, feənunftanspryxə
schöpfung, ʃøpfuŋk
büßest, bysest
genie, ɡeniə
hochmütigsten, hoxmytiɡstən
griechisch, krixiʃ
leibarzt, laiebaətst
praktiken, praktiekən
gesperrt, ɡespeərt
ankündigt, aŋkyndiçt
durchrollt, duəxrolt
way, vai
wandleuchter, vantloyxtə
sommersitz, tsomeəsits
bewirkt, beviəkt
weicht, vaixt
kühlte, kyltə
zeuge, tsoyɡə
einwirkung, ainviəkuŋk
feindlicher, faintlixə
kapitel, kapitel
already, already
studienhalbjahres, studinhalpjares
niederländische, nideəlendiʃə
gewichte, ɡevixtə
hundred, huntret
verneinenden, feənaiənəndən
systematischer, systematiʃə
schmallippigem, ʃmalipiɡem
rapallo, rapalo
betrunkenen, betruŋkenən
trittst, tritst
mitgemacht, mitɡemaxt
silhouette, tsilhouetə
karl, kaəl
ratschlagend, rat͡ʃlaɡənt
erbgroßherzog, eəbkrosheətsok
party, paəty
gestutzter, ɡestutstə
treffend, trefənt
geselle, ɡeselə
ungebildete, uŋebildetə
offer, ofə
entspringende, əntspriŋəndə
wolkenzüge, volkəntsyɡə
gegengeschenk, ɡeɡənɡeʃənk
frohsinnig, frosinik
freundlich, froyntlix
feder, fedə
küsste, kystə
ihres, ires
zwischenfällen, tsviʃənfelən
mäßig, mesik
entschiedenes, ənt͡ʃidenes
landesgrenzen, landeskrəntsən
sachte, tsaxtə
kriterien, kriterin
geschicks, ɡeʃiks
ietzt, itst
blendende, pləndəndə
gönn, ɡøn
herrenreiter, heərənraitə
goethe, ɡoetə
demokratischen, demokratieʃən
gärtnerinnen, ɡeətnerinən
zudringlich, tsutriŋklix
elektrisch, elektriʃ
zwistes, tsvistes
angedeuteten, aŋedoyhtetən
entstandnen, əntstantnən
herniederzücken, heənideətsykən
verborgnen, feəboəknən
beschäftigt, beʃeftiɡt
provisorischen, profisoriʃən
vernunftsatz, feənunftsats
wohlausgebildet, volausɡebildet
getraut, ɡetraut
iustitiam, iustietiam
unbeflügelten, unbeflyɡeltən
nothzucht, nottsuxt
varus, farus
exempeln, eksempeln
ephemeren, efemərən
achtenswerten, axtənsveətən
beugend, boyhɡənt
sonnenblick, tsonənplik
tiefgebogen, tiefɡeboɡən
masten, mastən
assessor, asesoə
verweigerts, feəvaieɡeəts
zerfällung, tseəfeluŋk
übrigbleibenden, ypriçplaiebəndən
unwiderstehlicher, unvideəstelixə
spöttische, spøtiʃə
ausladungen, ausladuŋən
fingerzeige, fiŋeətsaiɡə
ausschlag, ausxlak
satyrchor, tsatyrxoə
pprovenzalen, profəntsalən
lyrik, lyrik
norweg, noəvek
aufgeschrieben, aufɡeʃribən
traumlust, traumlust
menschenbrauch, mənʃənpraux
würd, vyət
hochgelegenen, hoxɡeleɡenən
uhrkette, uəketə
geschätzt, ɡeʃetst
gestell, ɡestel
geschäftigen, ɡeʃeftieɡən
bang, baŋk
unverwirrt, unfeəviərt
chorus, xorus
beimesse, baiemesə
siebentes, tsibəntes
auswickelnden, ausvikelndən
ausschweifendsten, ausxvaiefəndstən
konjunkturen, konjuŋkturən
erkannten, eəkantən
opiat, opiat
herausriß, herausris
unterganges, unteəɡaŋes
abhange, afaŋə
entgegenfluten, əntɡeɡənflutən
hingelangt, hiŋelaŋt
färbten, feəptən
hager, haɡə
unmögliches, unmøklixes
fasanerie, fasaneriə
husar, husaə
meeresflut, meresflut
ausgerieben, ausɡeribən
folgerecht, folɡerext
bekleidetes, beklaiedetes
verpflichtet, feəpflixtet
ährenkranz, erənkrants
fehltritte, feltritə
kopfzahl, kopftsal
odems, odems
laufen, lauhfən
tals, tals
tierchen, tieəxən
eisigem, aiesiçem
gebrüder, ɡeprydə
perlblaß, peəlplas
traversars, trafeəsaəs
rheinisches, rhaiəniʃes
gönnen, ɡønən
blümeleien, plymelaiən
bedenken, bedənkən
erzwungenem, eətsvuŋenem
retorsion, retoəsion
umzog, umtsok
erzschenke, eət͡ʃənkə
sagende, tsaɡəndə
unberührten, unberyətən
äderchen, edeəxən
fing, fiŋk
gewandt, ɡevant
geringfügigen, ɡeriŋkfyɡiɡən
eingeleitet, aiŋelaietet
nächstenliebe, nekstənlibə
heiserer, haiesərə
krummer, krumə
umkleideten, umklaiedetən
gläsernen, kleseənən
gedeck, ɡedek
ränke, reŋkə
schwitzen, ʃvitsən
sprach, sprax
befriedigt, befridiçt
gipfels, ɡipfels
burgund, buəɡunt
unterschrift, unteəʃrift
humus, humus
preisgeben, praisɡebən
büfett, byfet
schemen, ʃemən
unumwunden, unumvundən
zahle, tsalə
giebt, ɡibt
geschlechtsfluch, ɡeʃlextsflux
belegte, belektə
glattgesichtiger, klatɡesixtiɡə
selbstverachtung, tselbstferaxtuŋk
simonisten, tsimonistən
gesinnung, ɡesinuŋk
pittoresk, pitoresk
augenblick, auhɡənplik
ungeschriebnen, uŋeʃripnən
chaise, xaisə
klügsten, klyɡstən
correlative, koərelatifə
unverhofft, unfeəhoft
ätiologischer, etioloɡiʃə
schlechtgeboren, ʃlextɡeborən
rippen, ripən
part, paət
verblüffung, feəplyfuŋk
viereckigen, firekiɡən
vordringen, foətriŋən
wunderschoß, vundeəʃos
substantiale, tsubstantialə
schöpfe, ʃøpfə
herrschte, heərʃtə
hervorrufen, heəfoərufən
übersteigenden, ybeəstaieɡəndən
ergäbe, eəɡebə
durchschimmernde, duəksximeəndə
rauschet, rauhʃet
zagen, tsaɡən
doppelschritt, dopelʃrit
form, foəm
rochen, roxən
hinterkopfes, hinteəkopfes
entladungen, əntladuŋən
wegverkürzende, vekfeəkyətsəndə
irdisches, iədiʃes
bewegte, bevektə
münder, myndə
weithin, vaitin
geständnis, ɡestentnis
fleische, flaiʃə
ragte, raktə
morgana, moəɡana
tränenlust, trenənlust
schattenwerks, ʃatənveəks
hielt, hilt
eingesackt, aiŋesakt
herbewegte, heəbevektə
rannten, rantən
hindernissen, hindeənisən
ausfragten, ausfraktən
paradies, paradis
lohnendem, lonəndem
speien, spaiən
pneumatismus, pnoyhmatismus
wütrichshänden, vytrikshendən
philodoxie, filodoksiə
entdeckst, əntdekst
schroff, ʃrof
wandelbaren, vandelbarən
gereiht, ɡeraiht
entfernter, əntfeəntə
auszierung, austsiruŋk
höllische, høliʃə
neuntes, noyntes
bedünken, bedyŋkən
viereckiger, firekiçə
fortginge, foətɡiŋə
bostichi, bostiexi
hingeweht, hiŋevet
culturlüge, kultuəlyɡə
joachim, joaxim
reiherstrahl, raieeəstral
zutrauens, tsutrauəns
geht, ɡet
fahnen, fanən
auswickeln, ausvikeln
respekt, respekt
würtembergern, vyətembeəɡeən
genaue, ɡenauə
sittengesetz, tsitənɡesets
brünstige, prynstiɡə
abend, abənt
aurikelnstöcke, auhrikelnstøkə
verharren, feəhaərən
überwacht, ybeəvaxt
anstössig, anstøsik
lockenden, lokəndən
erweiterter, eəvaieteətə
seitenstraßen, tsaietənstrasən
träufeln, troyhfeln
naschen, naʃən
mama, mama
welschlands, velʃlands
knaben, knabən
delphine, delfinə
interessieren, interesirən
erträgt, eətreɡt
geschriebenen, ɡeʃribenən
zahlloser, tsalosə
stattfinden, statfindən
druckschriften, trukʃriftən
zeugniss, tsoyknis
unterbrochnen, unteəproxnən
schnippt, ʃnipt
champion, xampion
unterwürfig, unteəvyəfik
brillanten, prilantən
utica, utieka
purpur, puəpuə
potentialiter, potəntialitə
unbekleideten, unbeklaiedetən
hänfnen, henfnən
eingeführter, aiŋefyətə
ausforderung, ausfoəderuŋk
versichr, feəsixr
immanente, imanəntə
bildnisse, biltnisə
musterbild, musteəbilt
kindischer, kindiʃə
ruhelos, ruhelos
grabenden, krabəndən
berichtigt, berixtiɡt
meisterwerken, maisteəveəkən
nahmt, namt
ernst, eənst
kat, kat
alcibiades, alkibiades
sanction, tsanktsion
lederfutteral, ledeəfuteral
seitenwänden, tsaietənvendən
pendelschwingungen, pəndelʃviŋuŋən
phantastischer, fantastiʃə
kräutern, kroyhteən
hochachtung, hoxaxtuŋk
ausdrücke, austrykə
schlummer, ʃlumə
geschlungen, ɡeʃluŋən
lin, lin
lehrbuches, leəbuxes
nihilum, niilum
infangato, infaŋato
petschaft, pet͡ʃaft
ungewisses, uŋevises
überwundenen, ybeəvundenən
dazu, datsu
säckingen, tsekiŋən
betrüger, betryɡə
zulächelte, tsulexeltə
befriedigtes, befridiktes
beschließen, beʃlisən
krellt, krelt
basaltfliesen, basaltflisən
sittenlehre, tsitənlerə
erdfläche, eədflexə
erfreutest, eəfroyhtest
schonungsbedürftig, ʃonuŋsbedyəftik
höre, hørə
schlimmem, ʃlimem
heranstrebenden, heranstrebəndən
rostigen, rostieɡən
charakterisiren, xarakterisirən
grobem, krobem
nimrod, nimrot
farbenspiel, faəbənspil
beschwingt, beʃviŋt
treppen, trepən
subtileren, tsuptielerən
taschenbuch, taʃənbux
ruckhaft, rukhaft
bezeichnung, betsaixnuŋk
rathause, ratausə
neinthun, naintun
fieberhafter, fibeəhaftə
plüschsesseln, plyʃseseln
aeschyleisch, aeʃylaiʃ
wiederaufgefundene, videraufɡefundənə
altüberlieferte, altybeəlifeətə
nachschleppt, naksxlept
sonnenfeuermeer, tsonənfoyeəmeə
grässliche, kreslixə
nachdenklicher, naxdənklixə
farben, faəbən
spielraum, spilraum
aufzeichnungen, auftsaixnuŋən
darbieten, daəbitən
gewöhnlichem, ɡevønlixem
naturbegebenheiten, natuəbeɡebənhaietən
haushaltes, haushaltes
prudelt, prudelt
ahnungsvollen, anuŋsfolən
edelste, edelstə
hervorheben, heəfoəhebən
kleidungssachen, klaieduŋsaxən
darbietungen, daəbituŋən
hausbau, hausbauh
eindrucks, aintruks
betöre, betørə
hin, hin
aufgesammelten, aufɡesameltən
überhäuft, ybeəhoyft
bach, bax
vermeint, feəmaint
blanken, plaŋkən
enthalt, əntalt
vermöcht, feəmøxt
erschrockenen, eəʃrokenən
entweicht, əntvaixt
widriges, vitriɡes
anzubringen, antsupriŋən
willkürlichen, vilkyəlixən
erkennens, eəkənnəns
wächterin, vexterin
anzuregen, antsureɡən
halbtot, halptot
ernten, eəntən
spendet, spəndet
wagens, vaɡəns
erhellten, eəheltən
entheiligen, əntaieliçən
anheischig, anhaieʃik
einzurichten, aintsurixtən
raten, ratən
blinzelnden, plintselndən
gesellschaftlicher, ɡeselʃaftlixə
consequenzen, konsekvəntsən
weintrinken, vaintriŋkən
verworrenen, feəvoərenən
kommodenschieblade, komodənʃipladə
vorüber, forybə
vorgestrigen, foəɡestriɡən
harrst, haərst
stillschweigt, stilʃvaiɡt
wohlbestandene, volbestandənə
ergehn, eəɡen
mundo, mundo
ursprüngliches, uəspryŋklixes
sabbat, tsapbat
neide, naidə
nothwendigere, notvəndiɡərə
verstummt, feəstumt
manschette, manʃetə
emporragten, empoəraktən
letzten, letstən
vorlegt, foəleɡt
abgeteilt, apɡetailt
überlebendige, ybeəlebəndiçə
staatsamt, statsamt
privatball, prifatbal
schlechthinleeren, ʃlextinlerən
hereinzubrechen, heraintsuprexən
kratzt, kratst
ähnlichkeiten, enlixkaietən
unmündigen, unmyndiɡən
rächerarm, rexeraəm
grundgesetze, kruntɡesetsə
verstimmen, feəstimən
inspiziert, inspitsiət
sonntagmorgen, tsontakmoəɡən
schmutzig, ʃmutsik
brief, prif
nichtssagendes, nixtsaɡəndes
brote, protə
marine, marinə
tours, touəs
planmäßigen, planmesiɡən
glaubst, klaubst
spöttischem, spøtiʃem
hierhergeschneit, hiəheəɡeʃnait
hochbegrüßung, hoxbekrysuŋk
zerschnitten, tseəʃnitən
zuversichtlich, tsufeəsixtlix
pflückt, pflykt
zusage, tsusaɡə
erlös, eəløs
ne, nə
gelinde, ɡelində
aufschluss, aufʃlus
seiest, tsaiest
lebensfeindliche, lebənsfaintlixə
höhnen, hønən
zusammengesuchten, tsusamənɡesuxtən
erstarrtes, eəstaərtes
neptunus, neptunus
getauchten, ɡetauxtən
marsen, maəsən
gerechtsame, ɡerextsamə
lieblichere, liplixərə
stillschweigen, stilʃvaieɡən
eigenartigen, aieɡenaətieɡən
wiederhergestellten, videəheəɡesteltən
verhungert, feəhuŋeət
frevel, frefel
tragend, traɡənt
hörnchen, høənxən
arthur, aətuə
ober, obə
bewaffnete, bevafnetə
leisen, laiesən
stegreife, stekraifə
mittelpunktes, mitelpuŋktes
patsche, pat͡ʃə
sinnt, tsint
meerschaums, meəʃaums
leidliche, laitlixə
aufmunterung, aufmunteruŋk
dringst, triŋst
verkennend, feəkənnənt
